predicate,argument,role_type,sentence 1,sentence 2,sentence 3,sentence 4,sentence 5
picture,model,ARG0,The model of the picture is a beautiful landscape.,The picture is a model of the city skyline.,The model of the picture is a detailed representation of the subject.,The picture is a model of the artist's style.,The model of the picture is a realistic representation of the scene.
picture,model,ARG1,The model of the new building is a picture of modern architecture.,The picture of the city is a model of its history.,The model of the car is a picture of its design.,The picture of the landscape is a model of its beauty.,The model of the person is a picture of their appearance.
picture,mother,ARG0,The picture of my mother is on the wall.,My mother's picture is in the frame.,The picture of my mother is in the living room.,My mother's picture is hanging on the wall.,The picture of my mother is in the family album.
picture,mother,ARG1,The picture of my mother is on the wall.,My mother's picture is in the frame.,The picture of my mother is in the living room.,My mother's picture is hanging on the wall.,The picture of my mother is in the family album.
praise,candidate,ARG0,The candidate praised the company's innovative approach to problem-solving.,The candidate was praised for their dedication to the community.,The candidate received praise for their outstanding leadership skills.,The candidate was praised for their creative problem-solving techniques.,The candidate was praised for their commitment to excellence in their field.
praise,candidate,ARG1,The candidate praised the company's innovative approach to problem-solving.,The candidate was praised for their dedication to the community.,The candidate received praise for their outstanding leadership skills.,The candidate was praised for their creative problem-solving techniques.,The candidate was praised for their commitment to excellence in their field.
praise,champion,ARG0,The champion was praised for their outstanding performance.,The champion was praised for their dedication to the team.,The champion was praised for their ability to inspire others.,The champion was praised for their commitment to their craft.,The champion was praised for their passion and enthusiasm.
praise,champion,ARG1,The coach praised the champion for their impressive performance.,The champion was praised by the coach for their dedication to the sport.,The champion was praised by the fans for their hard work and dedication.,The coach praised the champion for their ability to inspire others.,The champion was praised by the media for their outstanding achievements.
praise,chemist,ARG0,The chemist praised the new drug for its effectiveness.,The chemist praised the new drug for its safety.,The chemist praised the new drug for its affordability.,The chemist praised the new drug for its accessibility.,The chemist praised the new drug for its innovative approach.
praise,chemist,ARG1,The chemist praised the new drug for its effectiveness.,The chemist was praised for his innovative approach to drug development.,The chemist was praised for his dedication to his work.,The chemist was praised for his expertise in the field of chemistry.,The chemist was praised for his ability to create new and effective drugs.
praise,daredevil,ARG0,The crowd praised the daredevil for his bravery.,The daredevil was praised for his daring stunts.,The daredevil was praised for his skill and expertise.,The daredevil was praised for his dedication to his craft.,The daredevil was praised for his unwavering commitment to his mission.
praise,daredevil,ARG1,The crowd praised the daredevil for his bravery.,The daredevil was praised for his daring stunts.,The daredevil was praised for his skill and expertise.,The daredevil was praised for his dedication to his craft.,The daredevil was praised for his unwavering commitment to his mission.
present,announcer,ARG0,The announcer presented the new product.,The announcer announced the new product.,The announcer presented the new product to the audience.,The announcer announced the new product to the audience.,The announcer presented the new product to the company's board of directors.
present,announcer,ARG1,The announcer presented the new product.,The announcer presented the new policy.,The announcer presented the new idea.,The announcer presented the new solution.,The announcer presented the new plan.
present,delegate,ARG0,The delegate presented the proposal to the board.,The delegate presented the report to the committee.,The delegate presented the case to the judge.,The delegate presented the evidence to the jury.,The delegate presented the argument to the audience.
present,delegate,ARG1,The delegate presented the proposal to the board.,The board delegated the task to the team.,The team presented their findings to the client.,The client delegated the project to the team.,The team presented their final report to the client.
present,lawyer,ARG0,The lawyer is present in the courtroom.,The lawyer is present at the meeting.,The lawyer is present in the office.,The lawyer is present in the library.,The lawyer is present in the park.
present,lawyer,ARG1,The lawyer is present in the courtroom.,The lawyer is present at the meeting.,The lawyer is present in the office.,The lawyer is present in the library.,The lawyer is present in the park.
present,nominee,ARG0,The nominee is present at the meeting.,The nominee is present in the room.,The nominee is present in the office.,The nominee is present at the party.,The nominee is present at the concert.
